id,tender_title,project_type,source_name,province,city,town,event_time,purchasing_staff,bid_company,bid_amount,currency,bid_date,content,created_at,updated_at
3344,芜湖华师实验学校关于排球网/球柱的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,鸠江区,2023-10-16 00:00:00,芜湖华师实验学校,合肥鑫辉体育文化发展有限公司,9400.00,人民币:元,2023-10-16,芜湖华师实验学校关于排球网/球柱的网上超市采购项目成交公告 项目:芜湖华师实验学校关于排球网/球柱的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3345,亳州市谯城区古井镇中心小学关于喷头/打印头的网上超市采购项目成交公告,学校,政府采购,安徽省,亳州市,谯城区,2023-10-16 00:00:00,亳州市谯城区古井镇中心小学,亳州市缘聚电子科技有限公司,343.00,人民币:元,2023-10-16,亳州市谯城区古井镇中心小学关于喷头/打印头的网上超市采购项目成交公告 项目:亳州市谯城区古井镇中心小学关于喷头/打印头的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3346,合肥市蜀山区小庙镇枣林村民委员会关于铭牌的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,蜀山区,2023-10-16 00:00:00,合肥市蜀山区小庙镇枣林村民委员会,安徽天速广告图文有限公司,6500.00,人民币:元,2023-10-16,合肥市蜀山区小庙镇枣林村民委员会关于铭牌的网上超市采购项目成交公告 项目:合肥市蜀山区小庙镇枣林村民委员会关于铭牌的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3347,亳州市谯城区古井镇中心小学关于固态硬盘的网上超市采购项目成交公告,学校,政府采购,安徽省,亳州市,谯城区,2023-10-16 00:00:00,亳州市谯城区古井镇中心小学,亳州市缘聚电子科技有限公司,365.00,人民币:元,2023-10-16,亳州市谯城区古井镇中心小学关于固态硬盘的网上超市采购项目成交公告 项目:亳州市谯城区古井镇中心小学关于固态硬盘的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3348,合肥市贵阳路小学关于数码钢琴的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-16 00:00:00,合肥市贵阳路小学,安徽珑勿文化传媒有限公司,10000.00,人民币:元,2023-10-16,合肥市贵阳路小学关于数码钢琴的网上超市采购项目成交公告 项目:合肥市贵阳路小学关于数码钢琴的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3349,芜湖市湾沚区不动产登记中心关于触摸式终端设备的网上超市采购项目成交公告,货物,企业采购,安徽省,芜湖市,湾沚区,2023-10-16 00:00:00,芜湖市湾沚区不动产登记中心,杭州摩科智能互联有限公司,6000.00,人民币:元,2023-10-16,芜湖市湾沚区不动产登记中心关于触摸式终端设备的网上超市采购项目成交公告 项目:芜湖市湾沚区不动产登记中心关于触摸式终端设备的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3350,芜湖职业技术学院关于硬面抄的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,弋江区,2023-10-16 00:00:00,芜湖职业技术学院,芜湖张弛商贸有限公司,2858.90,人民币:元,2023-10-16,芜湖职业技术学院关于硬面抄的网上超市采购项目成交公告 项目:芜湖职业技术学院关于硬面抄的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3351,庐江县冶父山陵园管理处关于幕布的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,庐江县,2023-10-16 00:00:00,庐江县冶父山陵园管理处,安徽省庐江县希望电脑有限公司,13045.00,人民币:元,2023-10-16,庐江县冶父山陵园管理处关于幕布的网上超市采购项目成交公告 项目:庐江县冶父山陵园管理处关于幕布的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3352,合肥市包河区淝河镇平塘王村民委员会关于抽纸的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,包河区,2023-10-16 00:00:00,合肥市包河区淝河镇平塘王村民委员会,安徽标源商贸有限公司,4944.00,人民币:元,2023-10-16,合肥市包河区淝河镇平塘王村民委员会关于抽纸的网上超市采购项目成交公告 项目:合肥市包河区淝河镇平塘王村民委员会关于抽纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3353,明光市退役军人事务局（主管预算单位）关于饮水机的网上超市采购项目成交公告,政府,政府采购,安徽省,滁州市,明光市,2023-10-16 00:00:00,明光市退役军人事务局,明光市中升商贸有限公司,250.00,人民币:元,2023-10-16,明光市退役军人事务局（主管预算单位）关于饮水机的网上超市采购项目成交公告 项目:明光市退役军人事务局（主管预算单位）关于饮水机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3354,合肥市六安路小学关于隔离带的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-16 00:00:00,合肥市六安路小学,合肥觐见迩商贸有限公司,4999.00,人民币:元,2023-10-16,合肥市六安路小学关于隔离带的网上超市采购项目成交公告 项目:合肥市六安路小学关于隔离带的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3355,安徽亳州高新技术产业开发区管理委员会关于家居消毒液的网上超市采购项目成交公告,政府,政府采购,安徽省,亳州市,"",2023-10-16 00:00:00,安徽亳州高新技术产业开发区管理委员会,亳州市诚信文化体育用品销售有限公司,7563.00,人民币:元,2023-10-16,安徽亳州高新技术产业开发区管理委员会关于家居消毒液的网上超市采购项目成交公告 项目:安徽亳州高新技术产业开发区管理委员会关于家居消毒液的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3356,庐江县冶父山陵园管理处关于过滤器/净水器的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,庐江县,2023-10-16 00:00:00,庐江县冶父山陵园管理处,安徽省庐江县希望电脑有限公司,3480.00,人民币:元,2023-10-16,庐江县冶父山陵园管理处关于过滤器/净水器的网上超市采购项目成交公告 项目:庐江县冶父山陵园管理处关于过滤器/净水器的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3357,芜湖市方村中学关于文件柜的网上超市采购项目成交公告,学校,企业采购,安徽省,芜湖市,"",2023-10-16 00:00:00,芜湖市方村中学,芜湖惠晨教学设备有限公司,1160.00,人民币:元,2023-10-16,芜湖市方村中学关于文件柜的网上超市采购项目成交公告 项目:芜湖市方村中学关于文件柜的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3358,太和县大庙集镇卫生院关于服务人员服装的网上超市采购项目成交公告,医院,政府采购,安徽省,阜阳市,太和县,2023-10-16 00:00:00,太和县大庙集镇卫生院,安徽省靖焜商贸有限公司,2745.00,人民币:元,2023-10-16,太和县大庙集镇卫生院关于服务人员服装的网上超市采购项目成交公告 项目:太和县大庙集镇卫生院关于服务人员服装的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3359,马鞍山市教育局关于硒鼓的网上超市采购项目成交公告,政府,政府采购,安徽省,马鞍山市,雨山区,2023-10-16 00:00:00,马鞍山市教育局,马鞍山市雨山区技捷电子商行,130.00,人民币:元,2023-10-16,马鞍山市教育局关于硒鼓的网上超市采购项目成交公告 项目:马鞍山市教育局关于硒鼓的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3360,马鞍山郑蒲港新区现代产业园区管委会关于木屋凉亭的网上超市采购项目成交公告,政府,政府采购,安徽省,马鞍山市,"",2023-10-16 00:00:00,马鞍山郑蒲港新区现代产业园区管委会,马鞍山天图环境科技有限公司,180000.00,人民币:元,2023-10-16,马鞍山郑蒲港新区现代产业园区管委会关于木屋凉亭的网上超市采购项目成交公告 项目:马鞍山郑蒲港新区现代产业园区管委会关于木屋凉亭的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3361,芜湖市公安局鸠江分局关于豆浆机的网上超市采购项目成交公告,政府,政府采购,安徽省,芜湖市,鸠江区,2023-10-16 00:00:00,芜湖市公安局鸠江分局,安徽宝文厨房设备有限公司,2950.00,人民币:元,2023-10-16,芜湖市公安局鸠江分局关于豆浆机的网上超市采购项目成交公告 项目:芜湖市公安局鸠江分局关于豆浆机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3362,合肥市铜陵新村幼儿园关于香皂的网上超市采购项目成交公告,学校,企业采购,安徽省,铜陵市,"",2023-10-16 00:00:00,合肥市铜陵新村幼儿园,安徽先秦商贸有限公司,8307.60,人民币:元,2023-10-16,合肥市铜陵新村幼儿园关于香皂的网上超市采购项目成交公告 项目:合肥市铜陵新村幼儿园关于香皂的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3363,马鞍山市教育局关于光盘的网上超市采购项目成交公告,政府,政府采购,安徽省,马鞍山市,雨山区,2023-10-16 00:00:00,马鞍山市教育局,马鞍山市雨山区技捷电子商行,85.00,人民币:元,2023-10-16,马鞍山市教育局关于光盘的网上超市采购项目成交公告 项目:马鞍山市教育局关于光盘的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3364,安徽亳州高新技术产业开发区管理委员会关于充电器的网上超市采购项目成交公告,政府,政府采购,安徽省,亳州市,"",2023-10-16 00:00:00,安徽亳州高新技术产业开发区管理委员会,亳州市诚信文化体育用品销售有限公司,25500.00,人民币:元,2023-10-16,安徽亳州高新技术产业开发区管理委员会关于充电器的网上超市采购项目成交公告 项目:安徽亳州高新技术产业开发区管理委员会关于充电器的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3365,天长市发展和改革委员会关于黑白激光多功能一体机的网上超市采购项目成交公告,政府,政府采购,安徽省,滁州市,天长市,2023-10-16 00:00:00,天长市发展和改革委员会,天长市土山商贸有限公司,2000.00,人民币:元,2023-10-16,天长市发展和改革委员会关于黑白激光多功能一体机的网上超市采购项目成交公告 项目:天长市发展和改革委员会关于黑白激光多功能一体机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3366,马鞍山市教育局关于数据连接线的网上超市采购项目成交公告,政府,政府采购,安徽省,马鞍山市,雨山区,2023-10-16 00:00:00,马鞍山市教育局,马鞍山市雨山区技捷电子商行,15.00,人民币:元,2023-10-16,马鞍山市教育局关于数据连接线的网上超市采购项目成交公告 项目:马鞍山市教育局关于数据连接线的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3367,安徽亳州高新技术产业开发区管理委员会关于文件座/文件架/文件框的网上超市采购项目成交公告,政府,政府采购,安徽省,亳州市,"",2023-10-16 00:00:00,安徽亳州高新技术产业开发区管理委员会,亳州市诚信文化体育用品销售有限公司,9667.00,人民币:元,2023-10-16,安徽亳州高新技术产业开发区管理委员会关于文件座/文件架/文件框的网上超市采购项目成交公告 项目:安徽亳州高新技术产业开发区管理委员会关于文件座/文件架/文件框的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3369,合肥市六安路小学关于户外椅子凳子的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-16 00:00:00,合肥市六安路小学,合肥觐见迩商贸有限公司,9204.24,人民币:元,2023-10-16,合肥市六安路小学关于户外椅子凳子的网上超市采购项目成交公告 项目:合肥市六安路小学关于户外椅子凳子的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3370,合肥经济技术开发区公共资源交易中心关于宣传单/海报/说明书的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,经济技术开发区,2023-10-16 00:00:00,合肥经济技术开发区公共资源交易中心,合肥江海印务有限责任公司,8000.00,人民币:元,2023-10-16,合肥经济技术开发区公共资源交易中心关于宣传单/海报/说明书的网上超市采购项目成交公告 项目:合肥经济技术开发区公共资源交易中心关于宣传单/海报/说明书的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3371,池州金桥国家储备林建设有限公司关于打印/复印纸的网上超市采购项目成交公告,货物,企业采购,安徽省,池州市,"",2023-10-16 00:00:00,池州金桥国家储备林建设有限公司,池州未来信息技术有限公司,7200.00,人民币:元,2023-10-16,池州金桥国家储备林建设有限公司关于打印/复印纸的网上超市采购项目成交公告 项目:池州金桥国家储备林建设有限公司关于打印/复印纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3372,滁州市融资担保集团有限公司关于台式整机的网上超市采购项目成交公告,货物,企业采购,安徽省,滁州市,"",2023-10-16 00:00:00,滁州市融资担保集团有限公司,滁州力德信息科技有限公司,3950.00,人民币:元,2023-10-16,滁州市融资担保集团有限公司关于台式整机的网上超市采购项目成交公告 项目:滁州市融资担保集团有限公司关于台式整机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3374,合肥市公安局新站分局关于便签本/便条纸/N次贴的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,"",2023-10-16 00:00:00,合肥市公安局新站分局,合肥诺烨贸易有限公司,5882.00,人民币:元,2023-10-16,合肥市公安局新站分局关于便签本/便条纸/N次贴的网上超市采购项目成交公告 项目:合肥市公安局新站分局关于便签本/便条纸/N次贴的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3375,濉溪县刘桥中心学校关于垃圾袋的网上超市采购项目成交公告,学校,政府采购,安徽省,淮北市,濉溪县,2023-10-16 00:00:00,濉溪县刘桥中心学校,淮北市昌瀚商贸有限责任公司,4882.00,人民币:元,2023-10-16,濉溪县刘桥中心学校关于垃圾袋的网上超市采购项目成交公告 项目:濉溪县刘桥中心学校关于垃圾袋的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3376,合肥市仁和佳园幼儿园关于粉盒的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,包河区,2023-10-16 00:00:00,合肥市仁和佳园幼儿园,安徽远大现代教育装备有限公司,6164.00,人民币:元,2023-10-16,合肥市仁和佳园幼儿园关于粉盒的网上超市采购项目成交公告 项目:合肥市仁和佳园幼儿园关于粉盒的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3377,滁州市教育体育局关于打印/复印纸的网上超市采购项目成交公告,政府,政府采购,安徽省,滁州市,"",2023-10-16 00:00:00,滁州市教育体育局,来安县智越网络科技有限公司,1700.00,人民币:元,2023-10-16,滁州市教育体育局关于打印/复印纸的网上超市采购项目成交公告 项目:滁州市教育体育局关于打印/复印纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3378,濉溪县刘桥中心学校关于普通干电池的网上超市采购项目成交公告,学校,政府采购,安徽省,淮北市,濉溪县,2023-10-16 00:00:00,濉溪县刘桥中心学校,淮北市昌瀚商贸有限责任公司,1171.00,人民币:元,2023-10-16,濉溪县刘桥中心学校关于普通干电池的网上超市采购项目成交公告 项目:濉溪县刘桥中心学校关于普通干电池的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3379,五河县双庙职业中学关于历史类书籍的网上超市采购项目成交公告,学校,企业采购,安徽省,蚌埠市,五河县,2023-10-16 00:00:00,五河县双庙职业中学,安徽枫林晚语文化传媒有限责任公司,332.00,人民币:元,2023-10-16,五河县双庙职业中学关于历史类书籍的网上超市采购项目成交公告 项目:五河县双庙职业中学关于历史类书籍的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3380,安徽省青少年科技活动中心关于茶水柜的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,瑶海区,2023-10-16 00:00:00,安徽省青少年科技活动中心,合肥市瑶海区荣丰理想家具经营部,900.00,人民币:元,2023-10-16,安徽省青少年科技活动中心关于茶水柜的网上超市采购项目成交公告 项目:安徽省青少年科技活动中心关于茶水柜的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3381,安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目007包关节翻修产品（进口）中标结果公告,医院,政府采购,安徽省,阜阳市,"",2023-10-16 00:00:00,安徽医科大学附属阜阳医院,重药控股安徽有限公司,1008493.80,人民币:元,2023-10-16,安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目007包关节翻修产品（进口）中标结果公告 项目:安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3382,合肥市淝河小学关于宣传单/海报/说明书的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,包河区,2023-10-16 00:00:00,合肥市淝河小学,合肥韬略文化传媒有限公司,8070.00,人民币:元,2023-10-16,合肥市淝河小学关于宣传单/海报/说明书的网上超市采购项目成交公告 项目:合肥市淝河小学关于宣传单/海报/说明书的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3384,芜湖市培智学校关于胶带/胶纸/胶条的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,"",2023-10-16 00:00:00,芜湖市培智学校,安徽绚丽商贸有限公司,1277.08,人民币:元,2023-10-16,芜湖市培智学校关于胶带/胶纸/胶条的网上超市采购项目成交公告 项目:芜湖市培智学校关于胶带/胶纸/胶条的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3385,安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目010包小儿内固定产品中标结果公告,医院,政府采购,安徽省,阜阳市,"",2023-10-16 00:00:00,安徽医科大学附属阜阳医院,安徽伊西斯生物科技有限公司,267758.10,人民币:元,2023-10-16,安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目010包小儿内固定产品中标结果公告 项目:安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3386,芜湖市镜湖小学关于机械硬盘的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,镜湖区,2023-10-16 00:00:00,芜湖市镜湖小学,镜湖区盛鸿电子产品经营部,9536.00,人民币:元,2023-10-16,芜湖市镜湖小学关于机械硬盘的网上超市采购项目成交公告 项目:芜湖市镜湖小学关于机械硬盘的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3389,中国人民政治协商会议铜陵市义安区委员会办公室关于管理软件的网上超市采购项目成交公告,政府,政府采购,安徽省,铜陵市,义安区,2023-10-16 00:00:00,中国人民政治协商会议铜陵市义安区委员会办公室,安徽唯安信息技术有限公司,7500.00,人民币:元,2023-10-16,中国人民政治协商会议铜陵市义安区委员会办公室关于管理软件的网上超市采购项目成交公告 项目:中国人民政治协商会议铜陵市义安区委员会办公室关于管理软件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3392,芜湖市培智学校关于挂钩/粘钩的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,"",2023-10-16 00:00:00,芜湖市培智学校,安徽绚丽商贸有限公司,385.96,人民币:元,2023-10-16,芜湖市培智学校关于挂钩/粘钩的网上超市采购项目成交公告 项目:芜湖市培智学校关于挂钩/粘钩的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3394,安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目006包小儿骨科系列产品中标结果公告,医院,政府采购,安徽省,阜阳市,"",2023-10-16 00:00:00,安徽医科大学附属阜阳医院,重药控股安徽有限公司,1008493.80,人民币:元,2023-10-16,安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目006包小儿骨科系列产品中标结果公告 项目:安徽医科大学附属阜阳医院骨科等医用耗材供货服务采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3396,芜湖市培智学校关于口腔护理配件的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,"",2023-10-16 00:00:00,芜湖市培智学校,安徽绚丽商贸有限公司,1829.31,人民币:元,2023-10-16,芜湖市培智学校关于口腔护理配件的网上超市采购项目成交公告 项目:芜湖市培智学校关于口腔护理配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3399,安徽医科大学附属阜阳医院普外科二、泌尿外科等医用耗材供货服务采购项目（二次）002包泌尿外科医用耗材中标结果公告,医院,政府采购,安徽省,阜阳市,"",2023-10-16 00:00:00,安徽医科大学附属阜阳医院,安徽嘉事众兴医疗器械有限公司,16900218.78,人民币:元,2023-10-16,安徽医科大学附属阜阳医院普外科二、泌尿外科等医用耗材供货服务采购项目（二次）002包泌尿外科医用耗材中标结果公告 项目:安徽医科大学附属阜阳医院普外科二、泌尿外科等医用耗材供货服务采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3401,天长市第一小学关于教学仪器的网上超市采购项目成交公告,学校,政府采购,安徽省,滁州市,天长市,2023-10-16 00:00:00,天长市第一小学,安徽林策商贸有限公司,680.00,人民币:元,2023-10-16,天长市第一小学关于教学仪器的网上超市采购项目成交公告 项目:天长市第一小学关于教学仪器的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3402,合肥市望湖小学关于台布/餐布的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,包河区,2023-10-16 00:00:00,合肥市望湖小学,合肥略诚商贸有限公司,5600.00,人民币:元,2023-10-16,合肥市望湖小学关于台布/餐布的网上超市采购项目成交公告 项目:合肥市望湖小学关于台布/餐布的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3403,合肥市公安局庐阳分局关于保温壶的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,庐阳区,2023-10-16 00:00:00,合肥市公安局庐阳分局,合肥时阔商贸有限公司,1968.00,人民币:元,2023-10-16,合肥市公安局庐阳分局关于保温壶的网上超市采购项目成交公告 项目:合肥市公安局庐阳分局关于保温壶的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3404,合肥市望湖小学关于电话配件的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,包河区,2023-10-16 00:00:00,合肥市望湖小学,合肥略诚商贸有限公司,4602.40,人民币:元,2023-10-16,合肥市望湖小学关于电话配件的网上超市采购项目成交公告 项目:合肥市望湖小学关于电话配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3405,亳州市谯城区古城镇中心小学关于其它课桌椅的网上超市采购项目成交公告,学校,政府采购,安徽省,亳州市,谯城区,2023-10-16 00:00:00,亳州市谯城区古城镇中心小学,亳州市实妙商贸有限公司,4140.00,人民币:元,2023-10-16,亳州市谯城区古城镇中心小学关于其它课桌椅的网上超市采购项目成交公告 项目:亳州市谯城区古城镇中心小学关于其它课桌椅的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3406,亳州市自然资源和规划局关于铭牌的网上超市采购项目成交公告,政府,政府采购,安徽省,亳州市,"",2023-10-16 00:00:00,亳州市自然资源和规划局,亳州市诚信文化体育用品销售有限公司,6690.50,人民币:元,2023-10-16,亳州市自然资源和规划局关于铭牌的网上超市采购项目成交公告 项目:亳州市自然资源和规划局关于铭牌的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3407,亳州市谯城区古井学区中心学校关于其它校园家具的网上超市采购项目成交公告,学校,政府采购,安徽省,亳州市,谯城区,2023-10-16 00:00:00,亳州市谯城区古井学区中心学校,亳州市谯城区淼源商贸有限公司,14000.00,人民币:元,2023-10-16,亳州市谯城区古井学区中心学校关于其它校园家具的网上超市采购项目成交公告 项目:亳州市谯城区古井学区中心学校关于其它校园家具的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3408,滁州市南谯区消防救援大队（主管预算单位）关于手动鼓风机的网上超市采购项目成交公告,政府,政府采购,安徽省,滁州市,南谯区,2023-10-16 00:00:00,滁州市南谯区消防救援大队,安徽先秦商贸有限公司,8964.00,人民币:元,2023-10-16,滁州市南谯区消防救援大队（主管预算单位）关于手动鼓风机的网上超市采购项目成交公告 项目:滁州市南谯区消防救援大队（主管预算单位）关于手动鼓风机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3409,天长市仁和镇中心卫生院关于空调的网上超市采购项目成交公告,医院,政府采购,安徽省,滁州市,天长市,2023-10-16 00:00:00,天长市仁和镇中心卫生院,天长市天宁电器服务有限公司,11019.00,人民币:元,2023-10-16,天长市仁和镇中心卫生院关于空调的网上超市采购项目成交公告 项目:天长市仁和镇中心卫生院关于空调的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3410,马鞍山日报社（主管预算单位）关于服务器/Server的网上超市采购项目成交公告,服务,企业采购,安徽省,马鞍山市,"",2023-10-16 00:00:00,马鞍山日报社,安徽博诚电子科技有限公司,59000.00,人民币:元,2023-10-16,马鞍山日报社（主管预算单位）关于服务器/Server的网上超市采购项目成交公告 项目:马鞍山日报社（主管预算单位）关于服务器/Server的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3411,合肥高新技术产业开发区社会事业局关于数据采集器的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,合肥高新技术产业开发区,2023-10-16 00:00:00,合肥高新技术产业开发区社会事业局,合肥福联城办公设备有限公司,26000.00,人民币:元,2023-10-16,合肥高新技术产业开发区社会事业局关于数据采集器的网上超市采购项目成交公告 项目:合肥高新技术产业开发区社会事业局关于数据采集器的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3412,肥西县公共房屋租赁有限责任公司关于铝合金窗的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,肥西县,2023-10-16 00:00:00,肥西县公共房屋租赁有限责任公司,合肥迪曼森装饰设计工程有限公司,49060.00,人民币:元,2023-10-16,肥西县公共房屋租赁有限责任公司关于铝合金窗的网上超市采购项目成交公告 项目:肥西县公共房屋租赁有限责任公司关于铝合金窗的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3413,蚌埠市公安局交通警察支队关于航拍无人机的网上超市采购项目成交公告,政府,政府采购,安徽省,蚌埠市,"",2023-10-16 00:00:00,蚌埠市公安局交通警察支队,蚌埠市龙子湖区天地电子科技经营部,6800.00,人民币:元,2023-10-16,蚌埠市公安局交通警察支队关于航拍无人机的网上超市采购项目成交公告 项目:蚌埠市公安局交通警察支队关于航拍无人机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3414,亳州市第八中学关于台式整机的网上超市采购项目成交公告,学校,企业采购,安徽省,亳州市,"",2023-10-16 00:00:00,亳州市第八中学,亳州市恒星办公设备销售有限公司,8940.00,人民币:元,2023-10-16,亳州市第八中学关于台式整机的网上超市采购项目成交公告 项目:亳州市第八中学关于台式整机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3415,芜湖申芜港联国际物流有限公司关于网络线的网上超市采购项目成交公告,货物,企业采购,安徽省,芜湖市,"",2023-10-16 00:00:00,芜湖申芜港联国际物流有限公司,安徽新瑞杰电子科技有限公司,14541.40,人民币:元,2023-10-16,芜湖申芜港联国际物流有限公司关于网络线的网上超市采购项目成交公告 项目:芜湖申芜港联国际物流有限公司关于网络线的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3416,来安县高级职业中学关于U盘的网上超市采购项目成交公告,学校,企业采购,安徽省,滁州市,来安县,2023-10-16 00:00:00,来安县高级职业中学,合肥政好采科技有限公司,69.80,人民币:元,2023-10-16,来安县高级职业中学关于U盘的网上超市采购项目成交公告 项目:来安县高级职业中学关于U盘的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3417,淮北市中医医院关于电脑连打纸的网上超市采购项目成交公告,医院,政府采购,安徽省,淮北市,"",2023-10-16 00:00:00,淮北市中医医院,安徽华伏新能源科技发展有限公司,975.00,人民币:元,2023-10-16,淮北市中医医院关于电脑连打纸的网上超市采购项目成交公告 项目:淮北市中医医院关于电脑连打纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3418,安徽港口物流有限公司关于台式整机的网上超市采购项目成交公告,货物,企业采购,安徽省,铜陵市,"",2023-10-16 00:00:00,安徽港口物流有限公司,铜陵今日信息科技有限公司,4500.00,人民币:元,2023-10-16,安徽港口物流有限公司关于台式整机的网上超市采购项目成交公告 项目:安徽港口物流有限公司关于台式整机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
